7.7062 	WARNING 	User requested fullscreen with size [1792 1120], but screen is actually [1920, 1080]. Using actual size
1.3164 	EXP 	polygon_3: autoDraw = True
1.9075 	EXP 	image_2: autoDraw = True
3.7004 	EXP 	New trial (rep=0, index=1): OrderedDict([('current_image', 'practice_images/paired_image_12_1.png'), ('trial_index', 1), ('is_blank_trial', 0)])
3.7127 	EXP 	image_2: autoDraw = False
3.7127 	EXP 	polygon_3: autoDraw = False
3.7127 	EXP 	image_2: autoDraw = False
3.7127 	EXP 	polygon_3: autoDraw = False
3.7127 	EXP 	polygon_4: autoDraw = False
3.7127 	EXP 	image_2: image = 'practice_images/paired_image_12_1.png'
3.7127 	EXP 	polygon_3: autoDraw = True
4.3091 	EXP 	image_2: autoDraw = True
6.0989 	EXP 	New trial (rep=0, index=2): OrderedDict([('current_image', 'practice_images/paired_image_22_2.png'), ('trial_index', 2), ('is_blank_trial', 0)])
6.1103 	EXP 	image_2: autoDraw = False
6.1103 	EXP 	polygon_3: autoDraw = False
6.1103 	EXP 	image_2: autoDraw = False
6.1103 	EXP 	polygon_3: autoDraw = False
6.1103 	EXP 	polygon_4: autoDraw = False
6.1103 	EXP 	image_2: image = 'practice_images/paired_image_22_2.png'
6.1103 	EXP 	polygon_3: autoDraw = True
6.7049 	EXP 	image_2: autoDraw = True
8.5002 	EXP 	New trial (rep=0, index=3): OrderedDict([('current_image', 'practice_images/paired_image_20_2.png'), ('trial_index', 3), ('is_blank_trial', 0)])
8.5121 	EXP 	image_2: autoDraw = False
8.5121 	EXP 	polygon_3: autoDraw = False
8.5121 	EXP 	image_2: autoDraw = False
8.5121 	EXP 	polygon_3: autoDraw = False
8.5121 	EXP 	polygon_4: autoDraw = False
8.5121 	EXP 	image_2: image = 'practice_images/paired_image_20_2.png'
8.5121 	EXP 	polygon_3: autoDraw = True
9.2592 	EXP 	image_2: autoDraw = True
11.0477 	EXP 	New trial (rep=0, index=4): OrderedDict([('current_image', 'practice_images/paired_image_33_1.png'), ('trial_index', 4), ('is_blank_trial', 0)])
11.0580 	EXP 	image_2: autoDraw = False
11.0580 	EXP 	polygon_3: autoDraw = False
11.0580 	EXP 	image_2: autoDraw = False
11.0580 	EXP 	polygon_3: autoDraw = False
11.0580 	EXP 	polygon_4: autoDraw = False
11.0580 	EXP 	image_2: image = 'practice_images/paired_image_33_1.png'
11.0580 	EXP 	polygon_3: autoDraw = True
11.6562 	EXP 	image_2: autoDraw = True
13.4500 	EXP 	New trial (rep=0, index=5): OrderedDict([('current_image', 'practice_images/paired_image_6_2.png'), ('trial_index', 5), ('is_blank_trial', 0)])
13.4626 	EXP 	image_2: autoDraw = False
13.4626 	EXP 	polygon_3: autoDraw = False
13.4626 	EXP 	image_2: autoDraw = False
13.4626 	EXP 	polygon_3: autoDraw = False
13.4626 	EXP 	polygon_4: autoDraw = False
13.4626 	EXP 	image_2: image = 'practice_images/paired_image_6_2.png'
13.4626 	EXP 	polygon_3: autoDraw = True
14.6277 	EXP 	image_2: autoDraw = True
16.5828 	EXP 	New trial (rep=0, index=6): OrderedDict([('current_image', 'practice_images/paired_image_28_1.png'), ('trial_index', 6), ('is_blank_trial', 0)])
16.5951 	EXP 	image_2: autoDraw = False
16.5951 	EXP 	polygon_3: autoDraw = False
16.5951 	EXP 	image_2: autoDraw = False
16.5951 	EXP 	polygon_3: autoDraw = False
16.5951 	EXP 	polygon_4: autoDraw = False
16.5951 	EXP 	image_2: image = 'practice_images/paired_image_28_1.png'
16.5951 	EXP 	polygon_3: autoDraw = True
17.7271 	EXP 	image_2: autoDraw = True
19.5201 	EXP 	New trial (rep=0, index=7): OrderedDict([('current_image', 'practice_images/paired_image_15_1.png'), ('trial_index', 7), ('is_blank_trial', 0)])
19.5313 	EXP 	image_2: autoDraw = False
19.5313 	EXP 	polygon_3: autoDraw = False
19.5313 	EXP 	image_2: autoDraw = False
19.5313 	EXP 	polygon_3: autoDraw = False
19.5313 	EXP 	polygon_4: autoDraw = False
19.5313 	EXP 	image_2: image = 'practice_images/paired_image_15_1.png'
19.5313 	EXP 	polygon_3: autoDraw = True
20.1291 	EXP 	image_2: autoDraw = True
21.9205 	EXP 	New trial (rep=0, index=8): OrderedDict([('current_image', 'practice_images/paired_image_15_2.png'), ('trial_index', 8), ('is_blank_trial', 0)])
22.0144 	DATA 	Keypress: escape
22.0169 	EXP 	image_2: autoDraw = False
22.0169 	EXP 	polygon_3: autoDraw = False
22.0169 	EXP 	image_2: autoDraw = False
22.0169 	EXP 	polygon_3: autoDraw = False
22.0169 	EXP 	polygon_4: autoDraw = False
22.0169 	EXP 	image_2: image = 'practice_images/paired_image_15_2.png'
22.0169 	EXP 	polygon_3: autoDraw = True
22.5854 	EXP 	image_2: autoDraw = True
22.8145 	DATA 	Keypress: escape
22.9793 	EXP 	replicate_nsd: status = STOPPED
22.9906 	EXP 	image_2: autoDraw = False
22.9906 	EXP 	polygon_3: autoDraw = False
22.9908 	EXP 	replicate_nsd: status = STOPPED
23.0259 	EXP 	window1: mouseVisible = True
