4.7205 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f9892905940>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f98929058e0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.0039, -0.0039, -0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f98929056a0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f98928ea370>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='deg', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.7532 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
5.7534 	EXP 	window1: mouseVisible = False
5.7564 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_3', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
5.7564 	EXP 	window1: mouseVisible = False
5.7592 	EXP 	Created polygon_4 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_4', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
5.7592 	EXP 	window1: mouseVisible = False
5.7603 	EXP 	Created text_cue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=2.0)
5.7604 	EXP 	window1: mouseVisible = False
5.7651 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='outline.jpg', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
5.7652 	EXP 	window1: mouseVisible = False
5.7684 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
5.7684 	EXP 	window1: mouseVisible = False
5.7694 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
5.7695 	EXP 	window1: mouseVisible = False
5.7926 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
5.7927 	EXP 	window1: mouseVisible = False
5.7963 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
5.7964 	EXP 	window1: mouseVisible = False
5.7993 	EXP 	Created polygon_5 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_5', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
5.7993 	EXP 	window1: mouseVisible = False
5.8019 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_2', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
5.8019 	EXP 	window1: mouseVisible = False
5.8028 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
5.8029 	EXP 	window1: mouseVisible = False
5.8054 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
0.0114 	EXP 	text_cue: alignHoriz = 'center'
0.0114 	EXP 	text_6: height = 0.5
0.0114 	EXP 	text_6: height = 0.5
0.0114 	EXP 	text_6: height = 0.5
0.0114 	EXP 	text_6: text = 'Press any button to begin the practice trials.'
0.0114 	EXP 	text_6: autoDraw = True
1.2660 	EXP 	Imported practice_conditions_files/practice_participant0_.csv as conditions, 20 conditions, 4 params
1.2663 	EXP 	Created sequence: sequential, trialTypes=20, nReps=1, seed=None
1.2665 	EXP 	New trial (rep=0, index=0): OrderedDict([('current_image', 'practice_images/paired_image_2_1.png'), ('trial_index', 0), ('is_blank_trial', 0), ('cue', 'blank')])
1.2827 	DATA 	Keypress: 2
1.2850 	EXP 	text_6: autoDraw = False
1.2850 	EXP 	image_2: image = 'practice_images/paired_image_2_1.png'
1.2850 	EXP 	image_2: autoDraw = True
1.2850 	EXP 	polygon_3: autoDraw = True
4.2812 	EXP 	image_2: autoDraw = False
5.2804 	EXP 	image_2: autoDraw = False
5.2804 	EXP 	polygon_3: autoDraw = False
5.2804 	EXP 	polygon_4: autoDraw = True
5.5308 	EXP 	polygon_4: autoDraw = False
5.5308 	EXP 	text_cue: height = 1.0
5.5308 	EXP 	text_cue: height = 1.0
5.5308 	EXP 	text_cue: height = 1.0
5.5308 	EXP 	text_cue: text = 'blank'
5.5308 	EXP 	text_cue: autoDraw = True
6.7811 	EXP 	text_cue: autoDraw = False
6.7811 	EXP 	image_4: autoDraw = True
10.7976 	EXP 	image_4: autoDraw = False
10.7976 	EXP 	polygon: autoDraw = True
11.7664 	EXP 	New trial (rep=0, index=1): OrderedDict([('current_image', 'practice_images/paired_image_29_1.png'), ('trial_index', 1), ('is_blank_trial', 0), ('cue', 'giraffe')])
11.7767 	EXP 	polygon: autoDraw = False
11.7767 	EXP 	image_2: image = 'practice_images/paired_image_29_1.png'
11.7767 	EXP 	image_2: autoDraw = True
11.7767 	EXP 	polygon_3: autoDraw = True
14.7696 	EXP 	image_2: autoDraw = False
15.7697 	EXP 	polygon_3: autoDraw = False
15.7697 	EXP 	image_2: autoDraw = False
15.7697 	EXP 	polygon_3: autoDraw = False
15.7697 	EXP 	polygon_4: autoDraw = True
16.0221 	EXP 	polygon_4: autoDraw = False
16.0221 	EXP 	polygon_4: autoDraw = False
16.0221 	EXP 	text_cue: height = 1.0
16.0221 	EXP 	text_cue: height = 1.0
16.0221 	EXP 	text_cue: height = 1.0
16.0221 	EXP 	text_cue: text = 'giraffe'
16.0221 	EXP 	text_cue: autoDraw = True
17.2697 	EXP 	text_cue: autoDraw = False
17.2697 	EXP 	text_cue: autoDraw = False
17.2697 	EXP 	image_4: autoDraw = True
21.2711 	EXP 	image_4: autoDraw = False
21.2711 	EXP 	image_4: autoDraw = False
21.2711 	EXP 	polygon: autoDraw = True
22.2581 	EXP 	New trial (rep=0, index=2): OrderedDict([('current_image', 'practice_images/paired_image_22_2.png'), ('trial_index', 2), ('is_blank_trial', 0), ('cue', 'pink appliances')])
22.2706 	EXP 	polygon: autoDraw = False
22.2706 	EXP 	polygon: autoDraw = False
22.2706 	EXP 	image_2: image = 'practice_images/paired_image_22_2.png'
22.2706 	EXP 	image_2: autoDraw = True
22.2706 	EXP 	polygon_3: autoDraw = True
25.2672 	EXP 	image_2: autoDraw = False
26.2675 	EXP 	polygon_3: autoDraw = False
26.2675 	EXP 	image_2: autoDraw = False
26.2675 	EXP 	polygon_3: autoDraw = False
26.2675 	EXP 	polygon_4: autoDraw = True
26.5243 	EXP 	polygon_4: autoDraw = False
26.5243 	EXP 	polygon_4: autoDraw = False
26.5243 	EXP 	text_cue: height = 1.0
26.5243 	EXP 	text_cue: height = 1.0
26.5243 	EXP 	text_cue: height = 1.0
26.5243 	EXP 	text_cue: text = 'pink appliances'
26.5243 	EXP 	text_cue: autoDraw = True
27.7697 	EXP 	text_cue: autoDraw = False
27.7697 	EXP 	text_cue: autoDraw = False
27.7697 	EXP 	image_4: autoDraw = True
29.1502 	DATA 	Keypress: escape
29.3174 	EXP 	replicate_nsd: status = STOPPED
29.3365 	EXP 	image_4: autoDraw = False
29.3365 	EXP 	replicate_nsd: status = STOPPED
29.3667 	EXP 	window1: mouseVisible = True
29.4454 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
29.4455 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
29.4455 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
29.4455 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
29.4455 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
29.4455 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
29.4455 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
29.4455 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
