5.4277 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe3f9251970>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe3f92518e0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.0039, -0.0039, -0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fe3f92516a0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fe3e817e310>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='deg', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.3458 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_3', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3459 	EXP 	window1: mouseVisible = False
7.3470 	EXP 	Created text_cue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
7.3471 	EXP 	window1: mouseVisible = False
7.3481 	EXP 	Created polygon_6 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=3.0, name='polygon_6', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), units='deg', vertices=ndarray(...), win=Window(...))
7.3481 	EXP 	window1: mouseVisible = False
7.3515 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3516 	EXP 	window1: mouseVisible = False
7.3525 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
7.3526 	EXP 	window1: mouseVisible = False
7.3748 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
7.3749 	EXP 	window1: mouseVisible = False
7.3777 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_2', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3778 	EXP 	window1: mouseVisible = False
7.3813 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
7.3813 	EXP 	window1: mouseVisible = False
7.3843 	EXP 	Created polygon_5 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_5', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3844 	EXP 	window1: mouseVisible = False
7.3853 	EXP 	Created text_cue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
7.3854 	EXP 	window1: mouseVisible = False
7.3863 	EXP 	Created polygon_6 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([0., 0., 0.]), fillColorSpace='rgb', fillRGB=array([0., 0., 0.]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1., 1., 1.]), lineWidth=3.0, name='polygon_6', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), units='deg', vertices=ndarray(...), win=Window(...))
7.3864 	EXP 	window1: mouseVisible = False
7.3889 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
7.3890 	EXP 	window1: mouseVisible = False
7.3899 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
7.3899 	EXP 	window1: mouseVisible = False
7.3923 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
0.0135 	EXP 	text_6: height = 0.5
0.0135 	EXP 	text_6: height = 0.5
0.0135 	EXP 	text_6: height = 0.5
0.0135 	EXP 	text_6: text = 'Press any button to begin the practice trials.'
0.0135 	EXP 	text_6: autoDraw = True
0.1757 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
0.1953 	WARNING 	t of last frame was 21.90ms (=1/45)
0.3532 	WARNING 	t of last frame was 20.07ms (=1/49)
0.3971 	WARNING 	t of last frame was 21.02ms (=1/47)
0.5772 	EXP 	Imported practice_conditions_files/practice_participant0_.csv as conditions, 20 conditions, 4 params
0.5776 	EXP 	Created sequence: sequential, trialTypes=20, nReps=1, seed=None
0.5778 	EXP 	New trial (rep=0, index=0): OrderedDict([('current_image', 'practice_images/paired_image_2_1.png'), ('trial_index', 0), ('is_blank_trial', 0), ('cue', 'blank')])
0.5948 	DATA 	Keypress: 2
0.5955 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
0.5974 	WARNING 	t of last frame was 200.22ms (=1/4)
0.5974 	EXP 	text_6: autoDraw = False
0.5974 	EXP 	image_2: image = 'practice_images/paired_image_2_1.png'
0.5974 	EXP 	polygon_7: autoDraw = True
0.5974 	EXP 	image_2: autoDraw = True
0.5974 	EXP 	polygon_3: autoDraw = True
0.7533 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
1.9706 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
2.0383 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
2.0990 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
2.6132 	EXP 	polygon_7: autoDraw = False
2.6132 	EXP 	image_2: autoDraw = False
3.5968 	EXP 	polygon_7: autoDraw = False
3.5968 	EXP 	image_2: autoDraw = False
3.5968 	EXP 	polygon_3: autoDraw = False
3.5968 	EXP 	text_cue: height = 1.0
3.5968 	EXP 	text_cue: height = 1.0
3.5968 	EXP 	text_cue: height = 1.0
3.5968 	EXP 	text_cue: text = 'blank'
3.5968 	EXP 	text_cue: autoDraw = True
4.5862 	EXP 	text_cue: autoDraw = False
4.5862 	EXP 	polygon_6: autoDraw = True
6.2684 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
6.3288 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.2259 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.2843 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.3487 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.3962 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.4634 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.5885 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.6685 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
7.7242 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
8.5865 	EXP 	polygon_6: autoDraw = False
8.5865 	EXP 	polygon: autoDraw = True
9.5769 	EXP 	New trial (rep=0, index=1): OrderedDict([('current_image', 'practice_images/paired_image_29_1.png'), ('trial_index', 1), ('is_blank_trial', 0), ('cue', 'giraffe')])
9.5892 	EXP 	polygon: autoDraw = False
9.5892 	EXP 	image_2: image = 'practice_images/paired_image_29_1.png'
9.5892 	EXP 	polygon_7: autoDraw = True
9.5892 	EXP 	image_2: autoDraw = True
9.5892 	EXP 	polygon_3: autoDraw = True
11.5864 	EXP 	polygon_7: autoDraw = False
11.5864 	EXP 	image_2: autoDraw = False
12.5953 	EXP 	polygon_7: autoDraw = False
12.5953 	EXP 	image_2: autoDraw = False
12.5953 	EXP 	polygon_3: autoDraw = False
12.5953 	EXP 	text_cue: height = 1.0
12.5953 	EXP 	text_cue: height = 1.0
12.5953 	EXP 	text_cue: height = 1.0
12.5953 	EXP 	text_cue: text = 'giraffe'
12.5953 	EXP 	text_cue: autoDraw = True
13.5877 	EXP 	text_cue: autoDraw = False
13.5877 	EXP 	polygon_6: autoDraw = True
17.5880 	EXP 	polygon_6: autoDraw = False
17.5880 	EXP 	polygon: autoDraw = True
18.5740 	EXP 	New trial (rep=0, index=2): OrderedDict([('current_image', 'practice_images/paired_image_22_2.png'), ('trial_index', 2), ('is_blank_trial', 0), ('cue', 'pink appliances')])
18.5863 	EXP 	polygon: autoDraw = False
18.5863 	EXP 	image_2: image = 'practice_images/paired_image_22_2.png'
18.5863 	EXP 	polygon_7: autoDraw = True
18.5863 	EXP 	image_2: autoDraw = True
18.5863 	EXP 	polygon_3: autoDraw = True
19.5307 	DATA 	Keypress: escape
19.5370 	DATA 	Mouse: wheel shift=(0,0), pos=(914,448)
19.7171 	EXP 	replicate_nsd: status = STOPPED
19.7344 	EXP 	polygon_7: autoDraw = False
19.7344 	EXP 	image_2: autoDraw = False
19.7344 	EXP 	polygon_3: autoDraw = False
19.7345 	EXP 	replicate_nsd: status = STOPPED
19.7590 	EXP 	window1: mouseVisible = True
19.8355 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
19.8358 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
19.8358 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
19.8359 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
19.8359 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
19.8359 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
19.8359 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
19.8359 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
