4.9825 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f87c8d156a0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f87c8d15640>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.0039, -0.0039, -0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f87c8d15490>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f87cb70d100>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='deg', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
1.1975 	WARNING 	t of last frame was 20.43ms (=1/48)
1.2377 	WARNING 	t of last frame was 20.47ms (=1/48)
1.2581 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
3.5491 	EXP 	image_2: autoDraw = False
4.5370 	EXP 	image_2: autoDraw = False
4.5370 	EXP 	polygon_3: autoDraw = False
4.5370 	EXP 	polygon_4: autoDraw = True
4.7906 	EXP 	polygon_4: autoDraw = False
4.7906 	EXP 	polygon_4: autoDraw = False
4.7906 	EXP 	text_cue: height = 1.0
4.7906 	EXP 	text_cue: height = 1.0
4.7906 	EXP 	text_cue: height = 1.0
4.7906 	EXP 	text_cue: text = 'blank'
4.7906 	EXP 	text_cue: autoDraw = True
6.0372 	EXP 	text_cue: autoDraw = False
6.0372 	EXP 	image_4: autoDraw = True
10.0580 	EXP 	image_4: autoDraw = False
10.0580 	EXP 	polygon: autoDraw = True
11.0303 	EXP 	New trial (rep=0, index=1): OrderedDict([('current_image', 'practice_images/paired_image_29_1.png'), ('trial_index', 1), ('is_blank_trial', 0), ('cue', 'giraffe')])
11.0451 	EXP 	polygon: autoDraw = False
11.0451 	EXP 	image_2: image = 'practice_images/paired_image_29_1.png'
11.0451 	EXP 	image_2: autoDraw = True
11.0451 	EXP 	polygon_3: autoDraw = True
14.0510 	EXP 	image_2: autoDraw = False
15.0367 	EXP 	image_2: autoDraw = False
15.0367 	EXP 	polygon_3: autoDraw = False
15.0367 	EXP 	polygon_4: autoDraw = True
15.2801 	EXP 	polygon_4: autoDraw = False
15.2801 	EXP 	polygon_4: autoDraw = False
15.2801 	EXP 	text_cue: height = 1.0
15.2801 	EXP 	text_cue: height = 1.0
15.2801 	EXP 	text_cue: height = 1.0
15.2801 	EXP 	text_cue: text = 'giraffe'
15.2801 	EXP 	text_cue: autoDraw = True
16.5287 	EXP 	text_cue: autoDraw = False
16.5287 	EXP 	text_cue: autoDraw = False
16.5287 	EXP 	image_4: autoDraw = True
20.5291 	EXP 	image_4: autoDraw = False
20.5291 	EXP 	image_4: autoDraw = False
20.5291 	EXP 	polygon: autoDraw = True
21.5175 	EXP 	New trial (rep=0, index=2): OrderedDict([('current_image', 'practice_images/paired_image_22_2.png'), ('trial_index', 2), ('is_blank_trial', 0), ('cue', 'pink appliances')])
21.5296 	EXP 	polygon: autoDraw = False
21.5296 	EXP 	polygon: autoDraw = False
21.5296 	EXP 	image_2: image = 'practice_images/paired_image_22_2.png'
21.5296 	EXP 	image_2: autoDraw = True
21.5296 	EXP 	polygon_3: autoDraw = True
24.5308 	EXP 	image_2: autoDraw = False
25.5307 	EXP 	polygon_3: autoDraw = False
25.5307 	EXP 	image_2: autoDraw = False
25.5307 	EXP 	polygon_3: autoDraw = False
25.5307 	EXP 	polygon_4: autoDraw = True
25.7796 	EXP 	polygon_4: autoDraw = False
25.7796 	EXP 	polygon_4: autoDraw = False
25.7796 	EXP 	text_cue: height = 1.0
25.7796 	EXP 	text_cue: height = 1.0
25.7796 	EXP 	text_cue: height = 1.0
25.7796 	EXP 	text_cue: text = 'pink appliances'
25.7796 	EXP 	text_cue: autoDraw = True
27.0317 	EXP 	text_cue: autoDraw = False
27.0317 	EXP 	text_cue: autoDraw = False
27.0317 	EXP 	image_4: autoDraw = True
27.9684 	DATA 	Keypress: escape
28.0598 	EXP 	replicate_nsd: status = STOPPED
28.0690 	EXP 	image_4: autoDraw = False
28.0690 	EXP 	replicate_nsd: status = STOPPED
28.0943 	EXP 	window1: mouseVisible = True
28.1702 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
28.1703 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
28.1703 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
28.1703 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
28.1703 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
28.1703 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
28.1703 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
28.1703 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
