5.1015 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb19bff58e0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb19bff5880>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-0.0039, -0.0039, -0.0039]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fb19bff5640>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fb19bb8a310>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='deg', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.1631 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.1631 	EXP 	window1: recordFrameIntervals = False
5.3128 	EXP 	window1: recordFrameIntervals = True
5.4231 	EXP 	Screen (0) actual frame rate measured at 100.04Hz
5.4231 	EXP 	window1: recordFrameIntervals = False
5.4237 	EXP 	window1: mouseVisible = False
6.2240 	EXP 	replicate_nsd: status = STARTED
6.2244 	EXP 	window1: mouseVisible = False
6.2314 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
6.2314 	EXP 	window1: mouseVisible = False
6.2399 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
6.2400 	EXP 	window1: mouseVisible = False
6.2432 	EXP 	Created polygon_3 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_3', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
6.2432 	EXP 	window1: mouseVisible = False
6.2459 	EXP 	Created polygon_4 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_4', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
6.2460 	EXP 	window1: mouseVisible = False
6.2471 	EXP 	Created text_cue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
6.2471 	EXP 	window1: mouseVisible = False
6.2519 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='outline.jpg', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
6.2520 	EXP 	window1: mouseVisible = False
6.2551 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
6.2552 	EXP 	window1: mouseVisible = False
6.2561 	EXP 	Created text_7 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_7', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
6.2562 	EXP 	window1: mouseVisible = False
6.2805 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
6.2806 	EXP 	window1: mouseVisible = False
6.2842 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
6.2843 	EXP 	window1: mouseVisible = False
6.2872 	EXP 	Created polygon_5 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_5', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
6.2873 	EXP 	window1: mouseVisible = False
6.2898 	EXP 	Created polygon_4 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon_4', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
6.2899 	EXP 	window1: mouseVisible = False
6.2908 	EXP 	Created text_cue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='text_cue', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
6.2908 	EXP 	window1: mouseVisible = False
6.2929 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='outline.jpg', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([8.4, 8.4]), texRes=128.0, units='deg', win=Window(...))
6.2930 	EXP 	window1: mouseVisible = False
6.2955 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([ 1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([ 1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=3.0, name='polygon', opacity=0.5, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='deg', vertices=ndarray(...), win=Window(...), windingRule=None)
6.2956 	EXP 	window1: mouseVisible = False
6.2965 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='deg', win=Window(...), wrapWidth=15.0)
6.2965 	EXP 	window1: mouseVisible = False
6.2989 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.5, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='waiting for scanner…', units='deg', win=Window(...), wrapWidth=15.0)
0.0111 	EXP 	text_6: height = 0.5
0.0111 	EXP 	text_6: height = 0.5
0.0111 	EXP 	text_6: height = 0.5
0.0111 	EXP 	text_6: text = 'Press any button to begin the practice trials.'
0.0111 	EXP 	text_6: autoDraw = True
1.5055 	EXP 	Imported practice_conditions_files/practice_participant0_.csv as conditions, 20 conditions, 4 params
1.5059 	EXP 	Created sequence: sequential, trialTypes=20, nReps=1, seed=None
1.5060 	EXP 	New trial (rep=0, index=0): OrderedDict([('current_image', 'practice_images/paired_image_2_1.png'), ('trial_index', 0), ('is_blank_trial', 0), ('cue', 'blank')])
1.5237 	DATA 	Keypress: 3
1.5259 	EXP 	text_6: autoDraw = False
1.5259 	EXP 	image_2: image = 'practice_images/paired_image_2_1.png'
1.5259 	EXP 	image_2: autoDraw = True
1.5259 	EXP 	polygon_3: autoDraw = True
4.5257 	EXP 	image_2: autoDraw = False
5.5110 	EXP 	image_2: autoDraw = False
5.5110 	EXP 	polygon_3: autoDraw = False
5.5110 	EXP 	polygon_4: autoDraw = True
5.7553 	EXP 	polygon_4: autoDraw = False
5.7553 	EXP 	polygon_4: autoDraw = False
5.7553 	EXP 	text_cue: height = 1.0
5.7553 	EXP 	text_cue: height = 1.0
5.7553 	EXP 	text_cue: height = 1.0
5.7553 	EXP 	text_cue: text = 'blank'
5.7553 	EXP 	text_cue: autoDraw = True
7.0053 	EXP 	text_cue: autoDraw = False
7.0053 	EXP 	text_cue: autoDraw = False
7.0053 	EXP 	image_4: autoDraw = True
11.0019 	EXP 	image_4: autoDraw = False
11.0019 	EXP 	image_4: autoDraw = False
11.0019 	EXP 	polygon: autoDraw = True
11.9947 	EXP 	New trial (rep=0, index=1): OrderedDict([('current_image', 'practice_images/paired_image_29_1.png'), ('trial_index', 1), ('is_blank_trial', 0), ('cue', 'giraffe')])
12.0081 	EXP 	polygon: autoDraw = False
12.0081 	EXP 	polygon: autoDraw = False
12.0081 	EXP 	image_2: image = 'practice_images/paired_image_29_1.png'
12.0081 	EXP 	image_2: autoDraw = True
12.0081 	EXP 	polygon_3: autoDraw = True
15.0011 	EXP 	image_2: autoDraw = False
16.0057 	EXP 	polygon_3: autoDraw = False
16.0057 	EXP 	image_2: autoDraw = False
16.0057 	EXP 	polygon_3: autoDraw = False
16.0057 	EXP 	polygon_4: autoDraw = True
16.2557 	EXP 	polygon_4: autoDraw = False
16.2557 	EXP 	polygon_4: autoDraw = False
16.2557 	EXP 	text_cue: height = 1.0
16.2557 	EXP 	text_cue: height = 1.0
16.2557 	EXP 	text_cue: height = 1.0
16.2557 	EXP 	text_cue: text = 'giraffe'
16.2557 	EXP 	text_cue: autoDraw = True
17.5045 	EXP 	text_cue: autoDraw = False
17.5045 	EXP 	text_cue: autoDraw = False
17.5045 	EXP 	image_4: autoDraw = True
21.5043 	EXP 	image_4: autoDraw = False
21.5043 	EXP 	image_4: autoDraw = False
21.5043 	EXP 	polygon: autoDraw = True
22.4947 	EXP 	New trial (rep=0, index=2): OrderedDict([('current_image', 'practice_images/paired_image_22_2.png'), ('trial_index', 2), ('is_blank_trial', 0), ('cue', 'pink appliances')])
22.5086 	EXP 	polygon: autoDraw = False
22.5086 	EXP 	polygon: autoDraw = False
22.5086 	EXP 	image_2: image = 'practice_images/paired_image_22_2.png'
22.5086 	EXP 	image_2: autoDraw = True
22.5086 	EXP 	polygon_3: autoDraw = True
25.5039 	EXP 	image_2: autoDraw = False
26.5042 	EXP 	polygon_3: autoDraw = False
26.5042 	EXP 	image_2: autoDraw = False
26.5042 	EXP 	polygon_3: autoDraw = False
26.5042 	EXP 	polygon_4: autoDraw = True
26.7545 	EXP 	polygon_4: autoDraw = False
26.7545 	EXP 	polygon_4: autoDraw = False
26.7545 	EXP 	text_cue: height = 1.0
26.7545 	EXP 	text_cue: height = 1.0
26.7545 	EXP 	text_cue: height = 1.0
26.7545 	EXP 	text_cue: text = 'pink appliances'
26.7545 	EXP 	text_cue: autoDraw = True
28.0039 	EXP 	text_cue: autoDraw = False
28.0039 	EXP 	text_cue: autoDraw = False
28.0039 	EXP 	image_4: autoDraw = True
32.0013 	EXP 	image_4: autoDraw = False
32.0013 	EXP 	image_4: autoDraw = False
32.0013 	EXP 	polygon: autoDraw = True
32.9845 	EXP 	New trial (rep=0, index=3): OrderedDict([('current_image', 'practice_images/paired_image_6_2.png'), ('trial_index', 3), ('is_blank_trial', 0), ('cue', 'train')])
32.9933 	EXP 	polygon: autoDraw = False
32.9933 	EXP 	polygon: autoDraw = False
32.9933 	EXP 	image_2: image = 'practice_images/paired_image_6_2.png'
32.9933 	EXP 	image_2: autoDraw = True
32.9933 	EXP 	polygon_3: autoDraw = True
35.9921 	EXP 	image_2: autoDraw = False
36.9957 	EXP 	polygon_3: autoDraw = False
36.9957 	EXP 	image_2: autoDraw = False
36.9957 	EXP 	polygon_3: autoDraw = False
36.9957 	EXP 	polygon_4: autoDraw = True
37.2466 	EXP 	polygon_4: autoDraw = False
37.2466 	EXP 	polygon_4: autoDraw = False
37.2466 	EXP 	text_cue: height = 1.0
37.2466 	EXP 	text_cue: height = 1.0
37.2466 	EXP 	text_cue: height = 1.0
37.2466 	EXP 	text_cue: text = 'train'
37.2466 	EXP 	text_cue: autoDraw = True
38.4942 	EXP 	text_cue: autoDraw = False
38.4942 	EXP 	text_cue: autoDraw = False
38.4942 	EXP 	image_4: autoDraw = True
42.4957 	EXP 	image_4: autoDraw = False
42.4957 	EXP 	image_4: autoDraw = False
42.5018 	EXP 	polygon: autoDraw = True
43.4849 	EXP 	New trial (rep=0, index=4): OrderedDict([('current_image', 'practice_images/paired_image_33_1.png'), ('trial_index', 4), ('is_blank_trial', 0), ('cue', 'food')])
43.4959 	EXP 	polygon: autoDraw = False
43.4959 	EXP 	polygon: autoDraw = False
43.4959 	EXP 	image_2: image = 'practice_images/paired_image_33_1.png'
43.4959 	EXP 	image_2: autoDraw = True
43.4959 	EXP 	polygon_3: autoDraw = True
46.4958 	EXP 	image_2: autoDraw = False
47.4908 	EXP 	polygon_3: autoDraw = False
47.4908 	EXP 	image_2: autoDraw = False
47.4908 	EXP 	polygon_3: autoDraw = False
47.4908 	EXP 	polygon_4: autoDraw = True
47.7315 	EXP 	polygon_4: autoDraw = False
47.7315 	EXP 	polygon_4: autoDraw = False
47.7315 	EXP 	text_cue: height = 1.0
47.7315 	EXP 	text_cue: height = 1.0
47.7315 	EXP 	text_cue: height = 1.0
47.7315 	EXP 	text_cue: text = 'food'
47.7542 	EXP 	text_cue: autoDraw = True
49.0014 	EXP 	text_cue: autoDraw = False
49.0014 	EXP 	text_cue: autoDraw = False
49.0014 	EXP 	image_4: autoDraw = True
53.0031 	EXP 	image_4: autoDraw = False
53.0031 	EXP 	image_4: autoDraw = False
53.0031 	EXP 	polygon: autoDraw = True
53.9969 	EXP 	New trial (rep=0, index=5): OrderedDict([('current_image', 'practice_images/paired_image_19_1.png'), ('trial_index', 5), ('is_blank_trial', 0), ('cue', 'motorcycle')])
54.0116 	EXP 	polygon: autoDraw = False
54.0116 	EXP 	polygon: autoDraw = False
54.0116 	EXP 	image_2: image = 'practice_images/paired_image_19_1.png'
54.0116 	EXP 	image_2: autoDraw = True
54.0116 	EXP 	polygon_3: autoDraw = True
57.0017 	EXP 	image_2: autoDraw = False
58.0058 	EXP 	polygon_3: autoDraw = False
58.0058 	EXP 	image_2: autoDraw = False
58.0058 	EXP 	polygon_3: autoDraw = False
58.0058 	EXP 	polygon_4: autoDraw = True
58.2588 	EXP 	polygon_4: autoDraw = False
58.2588 	EXP 	polygon_4: autoDraw = False
58.2588 	EXP 	text_cue: height = 1.0
58.2588 	EXP 	text_cue: height = 1.0
58.2588 	EXP 	text_cue: height = 1.0
58.2588 	EXP 	text_cue: text = 'motorcycle'
58.2588 	EXP 	text_cue: autoDraw = True
59.5042 	EXP 	text_cue: autoDraw = False
59.5042 	EXP 	text_cue: autoDraw = False
59.5042 	EXP 	image_4: autoDraw = True
63.5015 	EXP 	image_4: autoDraw = False
63.5015 	EXP 	image_4: autoDraw = False
63.5015 	EXP 	polygon: autoDraw = True
64.4948 	EXP 	New trial (rep=0, index=6): OrderedDict([('current_image', 'practice_images/paired_image_18_1.png'), ('trial_index', 6), ('is_blank_trial', 0), ('cue', 'donuts')])
64.5084 	EXP 	polygon: autoDraw = False
64.5084 	EXP 	polygon: autoDraw = False
64.5084 	EXP 	image_2: image = 'practice_images/paired_image_18_1.png'
64.5084 	EXP 	image_2: autoDraw = True
64.5084 	EXP 	polygon_3: autoDraw = True
66.2644 	DATA 	Keypress: escape
66.3647 	EXP 	replicate_nsd: status = STOPPED
66.3743 	EXP 	image_2: autoDraw = False
66.3743 	EXP 	polygon_3: autoDraw = False
66.3744 	EXP 	replicate_nsd: status = STOPPED
66.4014 	EXP 	window1: mouseVisible = True
66.4807 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
66.4808 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
66.4808 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
66.4808 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
66.4808 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
66.4808 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
66.4808 	WARNING 	Stopping key buffers but this could be dangerous ifother keyboards rely on the same.
